category,datetime,headline,id,image,related,source,summary,url
top news,1741789860,Porsche may hike prices on sports cars if tariffs are implemented,7460594,https://static2.finnhub.io/file/publicdatany/finnhubimage/market_watch_logo.png,,MarketWatch,Two of Europe’s leading companies are providing a macroeconomic lesson on tariffs and the conditions for when they’re passed along.,https://www.marketwatch.com/story/porsche-may-hike-prices-on-sports-cars-if-tariffs-are-implemented-ba913737
top news,1741789500,"My parents left me $250K, but gave my ‘irrational and neurotic’ sister $1 million. Would you sever all ties?",7460587,https://static2.finnhub.io/file/publicdatany/finnhubimage/market_watch_logo.png,,MarketWatch,“How many people maintain a relationship with their siblings after their parents died?”,https://www.marketwatch.com/story/my-parents-left-me-250k-but-gave-my-irrational-and-neurotic-sister-1-million-would-you-sever-all-ties-a26e5c12
top news,1741787734,Former Treasury Secretary Steven Mnuchin says 'people are overreacting a bit' to Trump's policies,7460583,https://image.cnbcfm.com/api/v1/image/107234237-1710418570549-107234237-16830523732023-05-02t182516z_967178226_rc2hq0a9le63_rtrmadp_0_milken-conference.jpg?v=1710418594&w=1920&h=1080,,CNBC,"Mnuchin, who served under Trump in the Republican's first term in office, said does not see signs of an imminent slowdown for the U.S. economy.",https://www.cnbc.com/2025/03/12/steven-mnuchin-says-people-are-overreacting-a-bit-to-trumps-policies.html
top news,1741787315,Why this CEO wants to give motherhood better PR: 'We want more options on the table',7460584,https://image.cnbcfm.com/api/v1/image/108114196-1741713716621-NehaFinal-115.jpg?v=1741713806&w=1920&h=1080,,CNBC,"Neha Ruch is the CEO and founder of Mother Untitled and author of ""The Power Pause,"" which covers how moms can plan a career break and return to the workforce.",https://www.cnbc.com/2025/03/12/why-this-ceo-wants-to-give-motherhood-better-pr-we-want-more-options-on-the-table.html
business,1741785964,"Boeing plane prices could increase by millions with tariffs, says AerCap CEO",7460563,https://image.cnbcfm.com/api/v1/image/108114711-1741783559461-Kelly2.jpg?v=1741783668&w=1920&h=1080,,CNBC,"AerCap CEO Aengus Kelly joined CNBC's ""Squawk Box"" to discuss how tariffs could impact Boeing production.",https://www.cnbc.com/2025/03/12/boeing-prices-tariffs-aercap-ceo.html
top news,1741784400,Airline profits hit turbulence from Q1’s ‘parade of horribles’,7460528,https://static2.finnhub.io/file/publicdatany/finnhubimage/market_watch_logo.png,,MarketWatch,TD Cowen analysts expect airline stocks to remain volatile.,https://www.marketwatch.com/story/airline-profits-hit-turbulence-from-q1s-parade-of-horribles-008507d2
top news,1741782540,"iRobot warns it may go bust, sending stock down 36%",7460449,https://static2.finnhub.io/file/publicdatany/finnhubimage/market_watch_logo.png,,MarketWatch,The maker of the Roomba robotic vacuum cleaner said there’s “substantial doubt” about its ability to stay in business.,https://www.marketwatch.com/story/irobot-warns-it-maygo-bust-sending-stock-down-36-3e4c77e8
top news,1741781820,Intel’s stock is climbing. Here’s the latest hope for a rescue.,7460447,https://static2.finnhub.io/file/publicdatany/finnhubimage/market_watch_logo.png,,MarketWatch,"Reuters reports that TSMC has approached Nvidia, Broadcom and others about a JV that would run Intel’s factories. But that arrangement would face some roadblocks.",https://www.marketwatch.com/story/intels-stock-is-climbing-heres-the-latest-hope-for-a-rescue-95b484b8
top news,1741780500,I’m 73 and own two rental properties in Florida. When is the best time to sell?,7460406,https://images.mktw.net/im-92899991/social,,MarketWatch,"“Those costs can’t possibly be passed on to the tenants, as they are impossibly high.”",https://www.marketwatch.com/story/im-73-and-own-two-rental-properties-in-florida-when-is-the-best-time-to-sell-be950140
top news,1741780440,Oil prices buoyed by weaker U.S. dollar,7460407,https://static2.finnhub.io/file/publicdatany/finnhubimage/market_watch_logo.png,,MarketWatch,"Oil futures rose Wednesday, finding support from a weaker U.S. dollar as investors navigate intensifying trade tensions and worries about global economic growth.",https://www.marketwatch.com/story/oil-prices-buoyed-by-weaker-u-s-dollar-7367f108
top news,1741780080,Why Stitch Fix’s turnaround seems to be working despite the tough economy,7460408,https://static2.finnhub.io/file/publicdatany/finnhubimage/market_watch_logo.png,,MarketWatch,"“With market concerns of consumer spending slowing and recession fears now building, we did not have an improving SFIX model on our bingo card,” one team of analysts noted.",https://www.marketwatch.com/story/why-stitch-fixs-turnaround-seems-to-be-working-despite-the-tough-economy-2ba85411
top news,1741777904,Pony.ai CEO on Tesla's robotaxis: 'We haven't seen their large scale testing yet',7460392,https://image.cnbcfm.com/api/v1/image/108114555-1741765828228-CNBC-Day-1-Main-Stage-011.jpg?v=1741766217&w=1920&h=1080,,CNBC,James Peng also noted the progress made by Alphabet's Waymo in deploying its autonomous ride-hailing cars on U.S. roads.,https://www.cnbc.com/2025/03/12/ponyai-ceo-doubts-if-tesla-can-launch-its-robo-taxi-service-soon.html
top news,1741777200,"Mortgage rates drop to the lowest level in 5 months, luring home buyers back into the housing market",7460390,https://static2.finnhub.io/file/publicdatany/finnhubimage/market_watch_logo.png,,MarketWatch,"Mortgage applications rose 11.2% in the past week, the Mortgage Bankers Association said.",https://www.marketwatch.com/story/mortgage-rates-drop-to-the-lowest-level-in-5-months-luring-home-buyers-back-into-the-housing-market-64072b0f
top news,1741776600,Goldman Sachs flinches and lowers its S&P 500 target. The mechanics are the interesting part.,7460385,https://static2.finnhub.io/file/publicdatany/finnhubimage/market_watch_logo.png,,MarketWatch,It’s been tough for Wall Street strategists to hold their nerve in the face of the ever-changing tariff policy.,https://www.marketwatch.com/story/goldman-sachs-flinches-and-lowers-its-s-p-500-target-the-mechanics-are-the-interesting-part-7586d58b
top news,1741771920,Roche takes big step in weight-loss field with $5.3 billion deal.,7460298,https://static2.finnhub.io/file/publicdatany/finnhubimage/market_watch_logo.png,,MarketWatch,"Swiss drugmaker Roche on Wednesday announced a major deal in the weight-loss category, agreeing to pay up to $5.3 billion to Zealand Pharma in a licensing and development deal.",https://www.marketwatch.com/story/roche-takes-big-step-in-weight-loss-field-with-5-3-billion-deal-201afaf5
top news,1741770900,My stepmother inherited my father’s estate. She’s leaving everything to her two kids. Where do you think this money should go?,7460296,https://static2.finnhub.io/file/publicdatany/finnhubimage/market_watch_logo.png,,MarketWatch,“I’ve had a wonderful relationship with my father as well as my stepmother.”,https://www.marketwatch.com/story/my-stepmother-inherited-my-fathers-estate-shes-leaving-everything-to-her-two-kids-where-do-you-think-this-money-should-go-abd28e14
top news,1741770120,Here’s your chance to become Jeff Bezos’s neighbor—at a $50 million discount,7460290,https://static2.finnhub.io/file/publicdatany/finnhubimage/market_watch_logo.png,,MarketWatch,"Bezos’s neighbor has lowered the price of a waterfront parcel on the exclusive Indian Creek Island near Miami Beach, Florida.",https://www.marketwatch.com/story/heres-your-chance-to-become-jeff-bezoss-neighborat-a-50-million-discount-b69b1b5c
top news,1741770000,"Marilyn Manson lists restored, midcentury modern L.A. home for $2.75 million",7460291,https://static2.finnhub.io/file/publicdatany/finnhubimage/market_watch_logo.png,,MarketWatch,"Rocker Marilyn Manson listed the Glendale, Calif., property 3 months after dropping a lawsuit against his former fiancée, Evan Rachel Wood.",https://www.marketwatch.com/story/marilyn-manson-lists-restored-midcentury-modern-l-a-home-for-2-75-million-09a219ef
top news,1741765860,Treasury yields dip ahead of CPI inflation data,7460278,https://static2.finnhub.io/file/publicdatany/finnhubimage/market_watch_logo.png,,MarketWatch,"Bond yields fell early Wednesday as traders awaited the consumer price index report for February, due before the opening bell rings on Wall Street.",https://www.marketwatch.com/story/treasury-yields-dip-ahead-of-cpi-inflation-data-67261bda
top news,1741736476,Asia markets set to slide on tariff uncertainty and recession fears in the U.S.,7460086,https://image.cnbcfm.com/api/v1/image/108114425-1741734596822-gettyimages-1096026706-1.jpeg?v=1741734632&w=1920&h=1080,,CNBC,Economists polled by Reuters expect India's inflation rate to slow to 3.98% in February from 5.68% in January.,https://www.cnbc.com/2025/03/12/asia-markets-live-stocks-set-to-fall.html
top news,1741734548,"Dell is a buy as the AI sector takes a hit, Jim Cramer says",7460369,https://image.cnbcfm.com/api/v1/image/107380683-1709241555653-gettyimages-2037940985-AFP_34KF2C4.jpeg?v=1716912692&w=1920&h=1080,,CNBC,"As the market sell-off continues, CNBC's Jim Cramer suggested Dell is a good stock to buy even while investors lose faith in the validity of the AI boom.",https://www.cnbc.com/2025/03/11/dell-is-a-buy-as-the-ai-sector-takes-a-hit-jim-cramer-says.html
top news,1741730880,American travelers are booking fewer domestic flights in another warning sign for the economy,7460079,https://static2.finnhub.io/file/publicdatany/finnhubimage/market_watch_logo.png,,MarketWatch,"Americans’ spending worries and shortcomings are translating into turbulence for major airlines, and coming at a time where recession fears are growing.",https://www.marketwatch.com/story/american-travelers-are-booking-fewer-domestic-flights-in-another-warning-sign-for-the-economy-1dfda3f8
top news,1741727580,Believe in Elon Musk’s $1 trillion ‘waste and fraud’ jackpot when we see it,7460070,https://static2.finnhub.io/file/publicdatany/finnhubimage/market_watch_logo.png,,MarketWatch,Musk is right about one thing: Absolutely no reasonable person should support waste or fraud in the federal government,https://www.marketwatch.com/story/believe-in-elon-musks-1-trillion-waste-and-fraud-jackpot-when-we-see-it-3d200249
top news,1741727100,Stitch Fix’s stock rallies after styling service boosts full-year sales forecast,7460071,https://static2.finnhub.io/file/publicdatany/finnhubimage/market_watch_logo.png,,MarketWatch,"Shares of Stitch Fix rallied after hours on Tuesday, after the online clothing and styling service nudged its full-year sales forecast higher and said its turnaround efforts were working, even as sales continued to fall.",https://www.marketwatch.com/story/stitch-fixs-stock-rallies-after-styling-service-boosts-full-year-sales-forecast-13c193e7
top news,1741726260,Trump retreats from 50% tariffs on Canadian metals. Here’s what comes next.,7460068,https://static2.finnhub.io/file/publicdatany/finnhubimage/market_watch_logo.png,,MarketWatch,"President Donald Trump on Tuesday backed off a 50% tariff on imports of Canadian steel and aluminum, ratcheting down a threat against a major U.S. trading partner on another day of whiplash for U.S. stocks.",https://www.marketwatch.com/story/trump-retreats-from-50-tariffs-on-canadian-metals-heres-what-comes-next-0db766bf
top news,1741725360,Tariff-fueled stock-market panic sparks options-trading frenzy as investors favor riskier contracts,7460061,https://static2.finnhub.io/file/publicdatany/finnhubimage/market_watch_logo.png,,MarketWatch,"Less than two months into his second term, President Donald Trump is already making stock-market volatility great again. That’s been a boon for the options market.",https://www.marketwatch.com/story/tariff-fueled-stock-market-panic-sparks-options-trading-frenzy-as-investors-favor-riskier-contracts-706fe86c
top news,1741723140,S&P 500 gets closer to correction territory Tuesday as investors grapple with Trump tariff fears,7460051,https://static2.finnhub.io/file/publicdatany/finnhubimage/market_watch_logo.png,,MarketWatch,"The U.S. stock market is struggling with soured sentiment over President Donald Trump’s tariffs, with the S&P 500 attempting to rebound from a big slump that left it near correction territory.",https://www.marketwatch.com/story/s-p-500-gets-closer-to-correction-territorytuesdayas-investors-grapple-with-trump-tariff-fears-ee87b0c5
